8.814846388190318294e+01,7.944083529059393811e+01,1.476476458289544667e+02
5.803463669061888197e+01,7.781424575701825574e+01,1.435052436463948595e+02
6.279544055210860165e+01,1.391998841626996466e+02,5.971949195840868185e+01
5.297639023301289285e+01,6.553923583142034204e+01,1.347218939460041440e+02
1.300610890781546232e+02,5.167304276232046334e+01,4.538304783473868298e+01
4.185746507061961097e+01,1.252078664801646823e+02,4.368501623146458712e+01
4.185658104157698034e+01,1.201542636802791719e+02,4.680339473463230604e+01
1.148944753021837641e+02,3.182419108820109699e+01,3.259273941822931420e+01
2.965504855467743894e+01,3.013275608132982342e+01,1.094243616580220220e+02
2.014395852759345829e+01,2.792720673217564809e+01,1.141565429808357237e+02
2.085663268064093145e+01,1.086855854888541160e+02,2.105228640708957499e+01
1.984455248687190476e+01,1.030020629276818340e+02,1.380643277282595349e+01
1.830600536005217904e+01,1.075082812174908184e+02,9.859544003210938712e+00
1.226193342160885322e+02,9.031294579806822043e+00,1.288266843938294315e+01
2.672686130520428804e+01,1.175152774482475166e+02,1.174948696997808106e+01
1.264081445148321237e+01,1.670740142155996821e+01,1.121751737841431691e+02
1.169959276309726164e+02,1.499413660303084583e+01,1.790090092476064854e+01
1.115616279216316258e+02,1.312217026924709273e+01,2.015182835749097734e+01
2.354571267554157288e+01,1.058611104604253086e+02,1.516423157976118397e+01
1.207221176097147151e+02,1.750575727676211102e+01,1.734976840620330663e+01
1.153457075471092708e+02,1.323435653515963217e+01,1.772332943214936662e+01
1.097365117501458798e+02,9.907587744749989156e+00,1.891833892923726523e+01
1.410258491384203339e+01,1.038996547301728839e+02,1.257674069338101219e+01
1.537544211889004409e+01,1.082536349275829366e+02,1.708443755741522097e+01
1.128109394291034846e+02,1.531361064955991047e+01,1.782695943900712621e+01
1.071595719293307241e+02,1.450582252459186350e+01,1.240960136962715055e+01
1.928584319240363598e+01,1.595062482316108898e+01,1.012796965036614125e+02
1.871154680731808995e+01,9.514692472626835240e+01,1.943583609069476381e+01
1.433594357361677751e+01,1.892621786609878143e+01,9.915410294334326124e+01
1.730703385320881438e+01,2.401624076633198257e+01,9.288394176645937250e+01
1.668495200553758906e+01,1.860016691004571143e+01,9.674510190501889895e+01
1.807515824599271781e+01,1.007563808809994441e+02,1.794234378178424549e+01
1.678917589276607458e+01,9.452693858720891740e+01,1.550816602695923052e+01
1.661494673637729846e+01,1.714827066094332508e+01,9.848396877197676247e+01
1.458826609577580236e+01,1.026519513644175134e+02,1.918648814230673949e+01
1.322180856306682628e+01,1.775206344626792543e+01,1.174662385095480346e+02
1.225390196352688292e+02,1.678662057173403355e+01,1.903634221577902608e+01
1.673482809748842470e+01,1.571889642687913202e+01,1.174578935601945631e+02
1.122008647791053306e+02,2.213741731295369064e+01,2.405115456915098804e+01
1.341063615875239456e+01,1.123157435453081554e+01,1.067356202465876578e+02
1.010209393535152174e+02,1.053045405568221859e+01,1.515462675186108754e+01
1.680146187639933331e+01,9.501217323102312662e+01,1.661920995883520291e+01
1.976592432548093825e+01,8.867104834927742729e+01,2.159124336034912517e+01
1.858876251744763053e+01,1.625476484499525043e+01,1.028106050077682312e+02
1.578313449996479356e+01,1.894680297293614757e+01,1.070551113096845057e+02
2.024182235569137944e+01,2.063279161220516755e+01,1.010396957214209408e+02
1.978250875203216097e+01,9.481582272540370582e+01,1.572434010668223259e+01
8.843224862789773510e+01,1.626058141503565224e+01,1.160758438912922941e+01
8.191434050229071318e+01,1.314887268751679983e+01,1.647277718816026493e+01
5.646347781448071146e+00,1.356103345432495821e+01,7.525031184076532043e+01
1.124953851643642189e+01,8.010436169683234908e+00,6.839055327166487075e+01
7.167771580773182905e+01,1.280569605777067821e+01,8.213401674944872610e+00
8.114563266532595520e+00,1.031675021613374810e+01,7.505361832086421714e+01
7.921321713137366771e+00,8.889962918953506232e+01,1.205262217835573146e+01
1.521711036824463292e+01,1.315231496371591646e+01,8.240220095784755472e+01
8.600094373486159327e+01,9.370087347254202115e+00,1.625426973569061317e+01
1.154898272929206726e+01,7.934060377474563097e+01,1.048220734100399198e+01
1.531743333456005729e+01,7.246541321112655964e+01,1.649123076431611779e+01
1.344419621913316476e+01,6.540290179361004164e+01,1.239333193100972252e+01
7.899358725988963670e+01,4.639024778397171644e-02,8.277743001041493187e+00
7.243222599195036082e+01,4.153820374781272307e+00,5.777453004256496882e+00
9.203624671362334198e+00,7.612413899144206653e+01,8.756146258481653177e+00
4.660132318340561852e+00,3.002472198999320163e+00,6.965386669838191835e+01
-2.630536284878139952e+00,7.341311677385077417e+01,3.484901774894554549e+00
2.131761990198373979e+00,-7.306185853817268594e-01,7.738110881232358906e+01
8.152854203577406622e+01,-6.443704245981951573e-01,-2.272047607055256435e+00
-4.366101318238770901e-01,-3.964067040320088608e+00,7.541209614281785889e+01
-1.594930219601458532e+00,-1.155007779819381852e+00,7.941769649414841581e+01
7.312892272406099892e+01,3.410617368274071026e+00,1.720487930757072181e+00
7.378107623933399140e+00,8.601136127753921556e+00,8.736506451791294126e+01
7.179029391149855499e+00,3.335120099694965035e+00,1.021321096518492197e+02
1.123938743294612586e+01,1.388769984447263894e+01,9.657857756561253382e+01
9.063197375437736980e+01,1.163866678427492829e+01,1.178735548847217629e+01
9.463502714210336819e+01,9.422852301756572402e+00,5.015486854677485340e+00
9.855486926819968119e+01,-2.852582934095723388e+00,6.003394380655262985e+00
8.826080650051828513e-01,1.937460134581835192e+00,1.024015415542710343e+02
5.077604861013856663e+00,4.027409991248340759e-01,1.166490041180183255e+02
6.860225331174209629e+00,1.105756448731560369e+02,6.391985931613501037e+00
1.149322766514753269e+01,1.042754466424916160e+02,1.921886257713623536e+01
9.783194618307798862e+01,5.965182084097909510e+00,9.002539128472953678e+00
1.795600439585967223e+01,9.129433040394751231e+01,1.140691157060135907e+01
1.326691096713764040e+01,1.731833741102977342e+01,8.466486801375975801e+01
8.832060605063219327e+01,1.914447313746995860e+01,2.037082825106469741e+01
1.413557890896880664e+01,9.221736087919890679e+01,1.406437345315796961e+01
8.589698157225488728e+01,1.345363884246100739e+01,1.249803076775464739e+01
8.973651583923528108e+01,1.894271286115181852e+01,1.549549397717734678e+01
1.110490174484617043e+01,9.373681115459716295e+01,1.237067816919481089e+01
8.750073583249894682e+01,1.108562417174621295e+01,1.300459348772261592e+01
1.477666997497981782e+01,9.145543120655048597e+01,1.699718632427585163e+01
1.117167851420844471e+01,1.060412824278531758e+02,6.159991784492104827e+00
1.004531265847175376e+02,1.215972263412453103e+01,1.099498313755301027e+01
9.466763706908554354e+01,1.016804255252120903e+01,1.180371944441582777e+01
1.384358918944538175e+01,1.630602697935880485e+01,8.864419797886945673e+01
1.273527715983215991e+01,9.274676076359783394e+01,5.863678127293420417e+00
1.422135266591547698e+01,1.215754628859995279e+01,9.693638513132532353e+01
1.186718371233916614e+01,9.076595065728221812e+01,1.053244660434803315e+01
9.462463417861606274e+01,1.037728767317780054e+01,9.433183386292304462e+00
9.852857535489891916e+01,6.146306540161845078e+00,5.058362581484136200e+00
7.490270749901400293e+00,6.945956914464013643e+00,9.210017067848856698e+01
8.536976917099711670e+01,5.331981172570852578e+00,6.918893139043603924e+00
9.919289082843953054e+01,6.793748885842745722e+00,2.894996912165245462e+00
8.099492750614459169e+00,6.744788956910110045e+00,1.031946649702282599e+02
7.879045472448317433e+00,8.021181067476820914e+00,9.697613770517716603e+01
1.066170544994125358e+01,1.375187963774478028e+01,9.054519190850753319e+01
8.392691668599594834e+01,6.518499842217750029e+00,7.986988258082096337e+00
8.040731927824767311e+00,8.757622526309951638e+01,7.978172268409672085e+00
6.786645747461023781e+00,8.112654477898443872e+01,7.532579064920875922e+00
7.486826435017928105e+00,5.191631482066394909e+00,8.499838366160118142e+01
6.798118718533643801e+00,8.836571869067782359e+00,7.874970646891409842e+01
9.949191153124566256e+00,6.914427595108808333e+00,7.229164767674586756e+01
5.305090668922355590e+00,5.676562119446977306e+00,8.634151376571284686e+01
9.576856869159449559e+00,1.008256709199261820e+02,8.117381300532684918e+00
3.878601126242411823e+00,9.488260135845951027e+01,7.894763423310486417e+00
8.851373392286014052e+01,8.906106542926384151e+00,7.198905552745362257e+00
2.749238820257136950e+00,8.177095641848239893e+01,3.194823514889495897e+00
2.000956507243581939e+01,6.945178190507380833e+00,7.471615458633306162e+01
8.742805581178068053e+00,6.737519025129118688e+01,8.396171587868982655e+00
