7.232633065127144789e+01,9.479205798101304481e+01,1.236045712739254014e+02
7.188182248999652302e+01,1.192232212076386730e+02,9.112579658588632014e+01
1.077599365837500756e+02,5.909809912200332604e+01,6.542343806316343091e+01
5.117381655102513349e+01,9.295180480118133914e+01,1.107727591804047620e+02
6.693443831486381157e+01,1.109680362281905985e+02,5.429425020036242699e+01
5.559889805651339856e+01,1.062080248939832643e+02,4.622939108472880321e+01
1.176246404457991872e+02,5.157341458564746262e+01,4.643724975010164258e+01
8.926443593984248537e+01,5.034488526285178267e+01,1.182669559097038103e+02
6.747713985209642829e+01,1.171895457620923509e+02,8.719055383008078763e+01
5.456858957479504824e+01,6.462642183004533081e+01,1.127123922815776922e+02
9.920204282553564212e+01,1.190651962179514385e+02,7.552619616180324158e+01
1.169042363461279024e+02,5.607531679619266640e+01,9.703662783013631099e+01
5.037927196529613383e+01,1.152830096395462789e+02,6.888695537881883979e+01
1.229017902371692941e+02,8.496081368803973533e+01,8.125367053454178290e+01
8.227147533399536883e+01,8.692415359539143083e+01,1.211508764118903940e+02
1.144821687141957369e+02,6.171896404911045408e+01,6.690441305671190264e+01
8.973102568779388832e+01,1.140546868036167041e+02,5.400984089149316247e+01
1.052702402623085050e+02,9.550022463158228447e+01,1.152559328629004511e+02
1.144753476138406967e+02,1.167113844517517407e+02,5.200746919852433336e+01
7.972929313031377774e+01,6.184647766343062614e+01,1.120185843795599112e+02
6.288635924469629401e+01,1.265601111846725075e+02,9.150205396421475257e+01
1.315574888017596606e+02,5.166188212965970195e+01,9.413587262579771675e+01
8.787757274236646765e+01,9.946493904538807840e+01,1.318522262329840657e+02
9.287530171441521532e+01,1.302044027549139003e+02,9.291435126916798026e+01
6.560673232525454068e+01,9.352349295478509816e+01,1.284535550395756047e+02
8.514413947116517534e+01,1.359697037898053793e+02,7.107277746881869973e+01
1.320307111107253490e+02,9.659173527101118850e+01,9.207041374062877992e+01
5.702218459130227757e+01,8.443699815940418318e+01,1.312898553940802913e+02
1.139303313971825986e+02,1.257580017043681551e+02,5.636717471819228109e+01
1.168812993449074327e+02,1.058531873751473995e+02,1.168673061140979428e+02
8.507332785777829542e+01,1.088158836707926582e+02,8.830076669296401803e+01
1.099942950227211185e+02,7.430971243924675207e+01,8.901225230611439088e+01
9.355019886985411404e+01,1.026241147345831450e+02,8.457100895938043550e+01
1.031134837174852521e+02,1.079838390552180982e+02,6.863711192207759382e+01
7.298297576665578390e+01,7.855799370101263435e+01,1.101137950139446531e+02
1.002568552184546604e+02,1.228815133756268381e+02,7.603168866334257814e+01
1.231446684552074373e+02,9.716697561390165561e+01,9.785296941286311778e+01
9.028029468630319343e+01,8.508187170166664259e+01,1.195237026727770484e+02
7.136415016533433686e+01,1.144057357914275315e+02,1.002850020528789656e+02
1.174112509024613047e+02,9.309618759214222905e+01,1.005662131075918779e+02
7.943125745464766396e+01,1.062636027299581514e+02,8.695401618165713842e+01
1.107623012960959556e+02,6.297905909903531096e+01,9.804205254763301980e+01
8.502203994787316788e+01,8.033641132583082367e+01,1.088381965201395474e+02
9.206483635627330386e+01,1.068794733783970372e+02,8.239824225109177291e+01
1.043424000362016955e+02,8.271452484901942626e+01,8.047760353591878868e+01
8.035331853263811297e+01,1.038000690348929993e+02,7.861458547273699082e+01
8.248859113594684800e+01,8.271343704919235051e+01,1.127800064201763206e+02
8.407695034261089972e+01,1.192606249345923146e+02,7.808668185873142420e+01
1.191361068993038259e+02,9.674134866792090293e+01,1.034784561751711465e+02
1.069628176569655125e+02,1.053989695796263675e+02,1.274269220311245903e+02
7.819061716311151145e+01,1.244314142982929496e+02,7.632568471539721600e+01
1.170894246910150827e+02,8.571503264313858494e+01,8.367627241146152528e+01
7.894596371709126004e+01,7.915738032294525794e+01,1.107565615016825973e+02
8.969728789647741962e+01,1.010519174837838392e+02,8.103047808894508819e+01
7.907778782201913259e+01,8.900724915174642149e+01,9.392207906021100428e+01
9.783792252620114027e+01,8.732888360726575172e+01,8.477406513711314062e+01
7.040909017211454568e+01,1.073525492410628743e+02,8.196059096469286942e+01
1.031140752746887159e+02,9.474445204026370959e+01,9.594036405036712267e+01
8.808638291394176179e+01,9.037067254602830246e+01,9.897493902761912921e+01
9.632384650858698194e+01,8.511471554228134551e+01,8.487339617979682771e+01
8.803884857452828783e+01,1.025788535895142957e+02,7.836862362684478001e+01
7.459450707068677389e+01,8.445129621692623800e+01,1.071111806349180569e+02
1.132579335307276693e+02,8.404502145700939764e+01,7.675060320791703816e+01
9.173736390053521461e+01,8.797446923410284114e+01,1.222413839455403206e+02
7.734361203856322220e+01,1.208382567487955725e+02,7.919927566667655583e+01
1.172577810895281516e+02,9.216372598677320127e+01,7.987482348531095511e+01
